id,autor,comentario,likes,data,num_caracteres,num_palavras,dia,comentario_limpo
UgzPC4Lank5ebHE5zL54AaABAg,@armandobonisoni8120,Que pouca vergonha este debate...isto tinha que acabar o povo não mais bobo....uma decepção,0,2022-10-29 02:46:52+00:00,91,14,2022-10-29,que pouca vergonha este debate.isto tinha que acabar o povo não mais bobo.uma decepção
UgzTUCuigEHL6TbbRZN4AaABAg,@cleageralda9887,Só pesso a deus que o ódio que vimos nos olhos dos candidatos não se compara com a paz do presidente bocionario pois ele tem deus e não pois a região no meio da política eu penso que presidente bocionario e o único que respeita deus e os mais humildes pois e e humano e sabe o que e sofrimento tanto que foi esfaqueado e deus o salvou pois ele tem amor deus o guarde e nos proteja amém 🙏,0,2022-10-29 02:41:41+00:00,387,80,2022-10-29,só pesso a deus que o ódio que vimos nos olhos dos candidatos não se compara com a paz do presidente bocionario pois ele tem deus e não pois a região no meio da política eu penso que presidente bocionario e o único que respeita deus e os mais humildes pois e e humano e sabe o que e sofrimento tanto que foi esfaqueado e deus o salvou pois ele tem amor deus o guarde e nos proteja amém 🙏
Ugy5MjOj4D0dip3BsFB4AaABAg,@irmalola1512,"Band,  parabéns pelo debate. 2️⃣2️⃣🇧🇷🇧🇷🇧🇷2️⃣2️⃣✅",0,2022-10-29 02:35:37+00:00,48,5,2022-10-29,"band, parabéns pelo debate. 2️⃣2️⃣🇧🇷🇧🇷🇧🇷2️⃣2️⃣✅"
Ugx3WT5hhy4N4hfSHpp4AaABAg,@cleageralda9887,Povo amado de Deus ninguém destes que tá aí nunca esteve junto do povo e não se quer um oi da  queremos um Brasil igual para todos deus pátria família  ajuda deus 🙏,0,2022-10-29 02:32:14+00:00,164,33,2022-10-29,povo amado de deus ninguém destes que tá aí nunca esteve junto do povo e não se quer um oi da queremos um brasil igual para todos deus pátria família ajuda deus 🙏
UgwCQ7C5u4mSxhBpBRB4AaABAg,@cleageralda9887,A cara desse povo que se diz santo mais só pensão em seus filhos e se passa perto de uma pessoas humilde elas até afasta se tá de carro passa guase em cima de você,0,2022-10-29 02:28:48+00:00,163,35,2022-10-29,a cara desse povo que se diz santo mais só pensão em seus filhos e se passa perto de uma pessoas humilde elas até afasta se tá de carro passa guase em cima de você
UgymgOWh3L_Nocl1pyh4AaABAg,@thiagodomiciano2774,"tão querendo até que HOMEM VIRE MULHER

Lula*",0,2022-10-29 02:26:52+00:00,45,8,2022-10-29,tão querendo até que homem vire mulher lula*
UgxYIJjIsHXH8_Gj76t4AaABAg,@eneidacabral4600,Nossa como e triste ouvir esse Lula falar. Deus nos livre desse babaca Presidente. Tenha Misericórdia!!!. No governo desse safado ele deu 1% de aumento.,0,2022-10-29 02:26:14+00:00,152,25,2022-10-29,nossa como e triste ouvir esse lula falar. deus nos livre desse babaca presidente. tenha misericórdia!. no governo desse safado ele deu 1% de aumento.
UgwFV9r4IoFPnEnkaQF4AaABAg,@adelinapontes9257,Lula lixo e globo lixo,0,2022-10-29 02:24:01+00:00,22,5,2022-10-29,lula lixo e globo lixo
Ugy2LnFWpA8NxodU7uB4AaABAg,@silviacandeda8376,Alssilio Brasil de 600 reais com o preço do gás gasolina alimentando cesta básica não tem como alimentar mais prefiro 40 reais e comer comprar o meu gás,0,2022-10-29 02:23:20+00:00,152,28,2022-10-29,alssilio brasil de 600 reais com o preço do gás gasolina alimentando cesta básica não tem como alimentar mais prefiro 40 reais e comer comprar o meu gás
UgzmajQGHQ9XgIY2m5R4AaABAg,@eneidacabral4600,Ele vai concertar ou terminar de exculhambar o País.,0,2022-10-29 02:22:58+00:00,52,9,2022-10-29,ele vai concertar ou terminar de exculhambar o país.
Ugw8kBICG3pSkWNxW0d4AaABAg,@silviacandeda8376,Um presidente que tem nojo de pobre continua mentido cuidado povo de deus,0,2022-10-29 02:21:47+00:00,73,13,2022-10-29,um presidente que tem nojo de pobre continua mentido cuidado povo de deus
UgwHnliADYjyZTAuTpJ4AaABAg,@silviacandeda8376,"Bolsonaro vira ser humano 
VC continua com suas mentira",1,2022-10-29 02:20:04+00:00,55,9,2022-10-29,bolsonaro vira ser humano vc continua com suas mentira
Ugzif2c39F3AcYVwC5B4AaABAg,@silviacandeda8376,"Mais esse bolsonaro joga sujo educada 0 
Engraçado ele e o pai da mentira mesmo",0,2022-10-29 02:19:32+00:00,79,15,2022-10-29,mais esse bolsonaro joga sujo educada 0 engraçado ele e o pai da mentira mesmo
Ugw88B9MWv3IezzUITV4AaABAg,@henriquebarreto7973,"Esse presidiário , criminoso ladrão é muito cínico  . é uma vergonha no Brasil ter um candidato criminoso concorrido a eleição presidencial .",0,2022-10-29 02:18:57+00:00,141,23,2022-10-29,"esse presidiário , criminoso ladrão é muito cínico . é uma vergonha no brasil ter um candidato criminoso concorrido a eleição presidencial ."
Ugxc871XjcUOloYrA9B4AaABAg,@danielspario,"*Você inocente Lula? Só se foi o Bonner que te absolveu.*

*Na cara não presidente!* 😂😂😂",0,2022-10-29 02:11:06+00:00,88,16,2022-10-29,*você inocente lula? só se foi o bonner que te absolveu.* *na cara não presidente!* 😂😂😂
Ugx342C2_iJtIMPcia54AaABAg,@mariafreitas8284,Realmente jornalismo da Globo de baixo nível,0,2022-10-29 02:08:56+00:00,44,7,2022-10-29,realmente jornalismo da globo de baixo nível
UgwD6eE6UKZA_KKP6Sd4AaABAg,@marcianeoliveira4918,Esse lula é velho asqueroso mesmo e mentiroso,0,2022-10-29 02:02:14+00:00,45,8,2022-10-29,esse lula é velho asqueroso mesmo e mentiroso
UgxvPXUe0av1O0hGBrd4AaABAg,@valdireneperreira8184,Imbecil rato tem que ficar e no esgoto...covid e mundial,0,2022-10-29 01:56:47+00:00,56,10,2022-10-29,imbecil rato tem que ficar e no esgoto.covid e mundial
UgzdHpZxMuOYYEqAmph4AaABAg,@valdireneperreira8184,Rato não.deu explicação dos médicos cubanos..salário.12 mil 8500 pra Cuba....o rato questiona ambulância...,0,2022-10-29 01:56:00+00:00,107,13,2022-10-29,rato não.deu explicação dos médicos cubanos.salário.12 mil 8500 pra cuba.o rato questiona ambulância.
Ugxe0BwvyOhQw4qSRyt4AaABAg,@marilynmoraes3641,"É injusto falar de pandemia quem não era  Errou tudo bm acerta seus erros ,minha irmã que mora em mmanaus o povo de lá não quiseram longdow ,Eu trabalhei na época do Lula o salário teve o aumento de 30,00 reais por ano quando sai o aumento estava em 49 ,00 por ano No governo Bolssonaro o congresso aumentou uma porcentagem bm maior 220,00 isso foi demais para mim.okay .",0,2022-10-29 01:54:27+00:00,371,70,2022-10-29,"é injusto falar de pandemia quem não era errou tudo bm acerta seus erros ,minha irmã que mora em mmanaus o povo de lá não quiseram longdow ,eu trabalhei na época do lula o salário teve o aumento de 30,00 reais por ano quando sai o aumento estava em 49 ,00 por ano no governo bolssonaro o congresso aumentou uma porcentagem bm maior 220,00 isso foi demais para mim.okay ."
UgzWlapkmpgvp0CdtIh4AaABAg,@marilynmoraes3641,"Tenho minha  opinião própria  esse presidente Lula já  esteve no poder por 2 mandatos sem problemas de pandemia que foi surpreza para o mundo global .
SURPRISE .",0,2022-10-29 01:49:15+00:00,161,28,2022-10-29,tenho minha opinião própria esse presidente lula já esteve no poder por 2 mandatos sem problemas de pandemia que foi surpreza para o mundo global . surprise .
UgwxVA_cuguSwu7SzMt4AaABAg,@michelebove6474,Falsos cristãos...roubam e enganam milhões se dizendo pessoas de bem. Bolsonaro não respeita nenhuma religião e destruiu a paz na minha igreja.,0,2022-10-29 01:49:08+00:00,143,22,2022-10-29,falsos cristãos.roubam e enganam milhões se dizendo pessoas de bem. bolsonaro não respeita nenhuma religião e destruiu a paz na minha igreja.
UgyBd1kHBpsNx3_vXXZ4AaABAg,@cleageralda9887,Juro meu deus tem que seu filho presiza manter nosso presidente bocionario deus o senhor levou 7 dias pra construir o mundo inteiro agora um homem com toda guera ele vem lutando povo de deus não facão a besteira deste passado que continua,0,2022-10-29 01:48:27+00:00,238,43,2022-10-29,juro meu deus tem que seu filho presiza manter nosso presidente bocionario deus o senhor levou 7 dias pra construir o mundo inteiro agora um homem com toda guera ele vem lutando povo de deus não facão a besteira deste passado que continua
UgyJiaFZpJBAyKwijT54AaABAg,@cleageralda9887,Devem ter vergonha da medo de vê o antigo Brasil onde avia muitos sofrimentos humanos sem um palavreado destes porcos que só pensão com suas famílias e deus não manda uma bomba ali presidente bocionario responde o que ele viu nas favelas comunidades por todo lugar que ele viu de frente os problemas que exeste esse sim sabe e tem dó do ser humano que não vive esnobando por aí bocionario  conhece    o sofrimento a falta e não ter deus olha nosso presidente bocionario seu filho Jair Mecias bocionario eles acham que só educação e importante moradia não e importante alimentação não e importante meu deus disse o senhor nada há de falta até os passarinhos tem a roupa e o alimento o presidente bocionario em 4 anos tinha que deram ouro para destes vigaristas,0,2022-10-29 01:44:43+00:00,759,135,2022-10-29,devem ter vergonha da medo de vê o antigo brasil onde avia muitos sofrimentos humanos sem um palavreado destes porcos que só pensão com suas famílias e deus não manda uma bomba ali presidente bocionario responde o que ele viu nas favelas comunidades por todo lugar que ele viu de frente os problemas que exeste esse sim sabe e tem dó do ser humano que não vive esnobando por aí bocionario conhece o sofrimento a falta e não ter deus olha nosso presidente bocionario seu filho jair mecias bocionario eles acham que só educação e importante moradia não e importante alimentação não e importante meu deus disse o senhor nada há de falta até os passarinhos tem a roupa e o alimento o presidente bocionario em 4 anos tinha que deram ouro para destes vigaristas
UgxU-edTD3C_JK3Jp0d4AaABAg,@vivianejulita40,PARAIBA NORDESTINA BOLSONARO SIM SENHOR😎🤠💚💛💙🤍2️⃣2️⃣✅🇧🇷,0,2022-10-29 01:42:11+00:00,54,5,2022-10-29,paraiba nordestina bolsonaro sim senhor😎🤠💚💛💙🤍2️⃣2️⃣✅🇧🇷
Ugyfg6_BqY5I2kcjVDp4AaABAg,@yure8131,BOLSONARO 22 🇧🇷,0,2022-10-29 01:36:39+00:00,15,3,2022-10-29,bolsonaro 22 🇧🇷
Ugwdhb0brAdbpHkYc3B4AaABAg,@rosahelenamonteirocaetano88,Na Band valeu mais aqui não tá com nada essa Globo 👎👎,0,2022-10-29 01:34:12+00:00,53,12,2022-10-29,na band valeu mais aqui não tá com nada essa globo 👎👎
UgwCjdVAtIMEPaTXLPF4AaABAg,@cleageralda9887,Povo de deus eu em todo debate entre presidentes deportados e sou capas de falar tudo que esses porcos miseráveis falam e o Memo que reza missa a repetição pelo amor de Deus faz até mal ouvindo esses petestas pois aí tá o presidente sozinho e que tem a preucupacoes do povo essas mulheres paresce a Dilma parecem a Dilma são mulheres que deveria volta a escola pra conhecer o Brasil o que o Brasil os brasileiros gente hipócrita que não muda não melhora os conhecimento,0,2022-10-29 01:33:25+00:00,469,86,2022-10-29,povo de deus eu em todo debate entre presidentes deportados e sou capas de falar tudo que esses porcos miseráveis falam e o memo que reza missa a repetição pelo amor de deus faz até mal ouvindo esses petestas pois aí tá o presidente sozinho e que tem a preucupacoes do povo essas mulheres paresce a dilma parecem a dilma são mulheres que deveria volta a escola pra conhecer o brasil o que o brasil os brasileiros gente hipócrita que não muda não melhora os conhecimento
UgwJB8bo2C5Oqy8MzaF4AaABAg,@silka8096,"O debate está ótimo, Bolsonaro dando maior surra no outro , o tal do L",0,2022-10-29 01:31:20+00:00,70,15,2022-10-29,"o debate está ótimo, bolsonaro dando maior surra no outro , o tal do l"
UgzJo-4FuwFiQij1Eph4AaABAg,@alfabetizacaoprazerosa544,"Rede Bobo, não vejo fazem anos,bem antes da Pandemia,deixei de acompanhar esses jornazistas!",0,2022-10-29 01:24:12+00:00,92,13,2022-10-29,"rede bobo, não vejo fazem anos,bem antes da pandemia,deixei de acompanhar esses jornazistas!"
Ugw5jcKgB73V8HriFSF4AaABAg,@salessandroalves,"Sou mais a Globo , viva BOLSONARO 13",0,2022-10-29 01:22:39+00:00,36,8,2022-10-29,"sou mais a globo , viva bolsonaro 13"
UgyeluymIhTqvkm9qUB4AaABAg,@vivianejulita40,"🎶🎤OH BOLSONARO VOCÊ NÃO VAI PERDER,NO DIA 30 VAMOS VER O CHORO DO PT🎼",0,2022-10-29 01:22:16+00:00,69,14,2022-10-29,"🎶🎤oh bolsonaro você não vai perder,no dia 30 vamos ver o choro do pt🎼"
UgwCcX0RqneixwwLmBZ4AaABAg,@flaviareis7827,DEUS Está no CONTROLE 🙏🏽,0,2022-10-29 01:19:30+00:00,24,5,2022-10-29,deus está no controle 🙏🏽
Ugwm-xbqeovJ_ERaD1F4AaABAg,@maristelaclemer8384,"Se a quadrilha voltar nunca mais sai , o ladrão vai implantar o regime comunista então seremos com Cuba , Venezuela, Nicarágua, Rússia... onde nunca mais terá eleições, só fica o ditador !
Somos todos Bolsonaro 🇧🇷🇧🇷🇧🇷",0,2022-10-29 01:17:37+00:00,217,37,2022-10-29,"se a quadrilha voltar nunca mais sai , o ladrão vai implantar o regime comunista então seremos com cuba , venezuela, nicarágua, rússia. onde nunca mais terá eleições, só fica o ditador ! somos todos bolsonaro 🇧🇷🇧🇷🇧🇷"
Ugx6vTDJ1AzeixN6LkB4AaABAg,@maristelaclemer8384,"Deus, é  misericórdia e bom, mais também é justo. 
Nós vamos vencer, nome de Jesus!
Bolsonaro 22!🇧🇷🇧🇷🇧🇷🤝🤝🇧🇷🇧🇷🇧🇷🤝🤝",0,2022-10-29 01:17:31+00:00,113,17,2022-10-29,"deus, é misericórdia e bom, mais também é justo. nós vamos vencer, nome de jesus! bolsonaro 22!🇧🇷🇧🇷🇧🇷🤝🤝🇧🇷🇧🇷🇧🇷🤝🤝"
UgzbfD9NmMj1Fer9bEt4AaABAg,@lucimarnascimento8457,Vamos lá Capitão,0,2022-10-29 01:16:11+00:00,16,3,2022-10-29,vamos lá capitão
Ugwoe1A9tcHTLt6izVV4AaABAg,@marysouzabarbosa6869,LulaLadrão LulaLadrão LulaLadrão LulaLadrão,0,2022-10-29 01:16:02+00:00,43,4,2022-10-29,lulaladrão lulaladrão lulaladrão lulaladrão
Ugx4TRIehFLtse_sBhd4AaABAg,@marysouzabarbosa6869,O face me bloqueou não posso comentar kkkk,0,2022-10-29 01:15:40+00:00,42,8,2022-10-29,o face me bloqueou não posso comentar kkkk
UgxpKYLJnZf_ZHK-1FR4AaABAg,@marilenelopes2382,Bonner corrompido junto com a Globo lixo. Nunca vai dar direito de resposta pra nada pro presidente. Mas eles são das trevas. Nós somos de Deus,0,2022-10-29 01:15:36+00:00,143,26,2022-10-29,bonner corrompido junto com a globo lixo. nunca vai dar direito de resposta pra nada pro presidente. mas eles são das trevas. nós somos de deus
UgwM5_87vzJaidy87bd4AaABAg,@fernandamartinscaldeira841,Band parabéns pela transparência !!!! O povo representado aqui 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,2022-10-29 01:14:25+00:00,75,10,2022-10-29,band parabéns pela transparência ! o povo representado aqui 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
UgyUPoxyzTkVa6Csv4Z4AaABAg,@reginaldogodoidasilva8443,Uma bactéria reproduz por bipartição já o salário mínimo reproduz escravo também por bipartição,0,2022-10-29 01:10:45+00:00,95,14,2022-10-29,uma bactéria reproduz por bipartição já o salário mínimo reproduz escravo também por bipartição
UgxSAenGEBSSHFCX8XB4AaABAg,@jailsasilva9347,Desenrolar bate e fora Bolsonaro lula ganhou no primeiro turno e vai vai no segundo vai ser lapada kkkkk,0,2022-10-29 01:04:44+00:00,104,19,2022-10-29,desenrolar bate e fora bolsonaro lula ganhou no primeiro turno e vai vai no segundo vai ser lapada kkkkk
Ugx2C0HSOxlQ8XZNR554AaABAg,@jailsasilva9347,Eu até entendo os ricos fica do lado de Bolsonaro aqui os pobre fica do lado dele e sacanagem viu kkkk,0,2022-10-29 01:03:23+00:00,102,21,2022-10-29,eu até entendo os ricos fica do lado de bolsonaro aqui os pobre fica do lado dele e sacanagem viu kkkk
UgyA7cpnIKu3Nxsrblp4AaABAg,@jailsasilva9347,Bolsonaro diz que se ganhar a eleição vai ficar os 600 bora ver kkkk,0,2022-10-29 01:02:29+00:00,68,14,2022-10-29,bolsonaro diz que se ganhar a eleição vai ficar os 600 bora ver kkkk
UgzsmyqmrZoin6E-kMt4AaABAg,@nobrenobre130,Luladrão foge toda hora,0,2022-10-29 00:59:13+00:00,23,4,2022-10-29,luladrão foge toda hora
UgwEV1CXFPgl-pXOert4AaABAg,@joseclaudioalvesdecarvalho4458,Juntos somos mais fortes B22B22B22B22B22 🇧🇷🇧🇷🇧🇷🇧🇷.. É Bolsonaro de NOVO 🇧🇷🇧🇷🇧🇷,0,2022-10-29 00:56:24+00:00,78,11,2022-10-29,juntos somos mais fortes b22b22b22b22b22 🇧🇷🇧🇷🇧🇷🇧🇷. é bolsonaro de novo 🇧🇷🇧🇷🇧🇷
UgwOD1PNeTVNZfDpbI94AaABAg,@cleageralda9887,Presidente bocionarista meu parabéns você e humano e por uma casa na lama em 4 anos não e para gualguer bocionario deus te colocou nesta cadeira que mau você sentou pois você estava sempre trabalhando com o povo e não fazendo o povo de troca como essa gente aí que tem nojo de chegar perto do povo só porque ocupa uma cadeirinha de um pordezinho gente que o que fala não e o que demostra palavras cabe na boca de gualguer um até de um ladrão corupitos desonesto porco fascista miserável 🙃🇧🇷💚❤️💛💯,0,2022-10-29 00:50:14+00:00,495,92,2022-10-29,presidente bocionarista meu parabéns você e humano e por uma casa na lama em 4 anos não e para gualguer bocionario deus te colocou nesta cadeira que mau você sentou pois você estava sempre trabalhando com o povo e não fazendo o povo de troca como essa gente aí que tem nojo de chegar perto do povo só porque ocupa uma cadeirinha de um pordezinho gente que o que fala não e o que demostra palavras cabe na boca de gualguer um até de um ladrão corupitos desonesto porco fascista miserável 🙃🇧🇷💚❤️💛💯
UgwFiyp6BGIINhYc3xN4AaABAg,@josiane9329,Além de ladrão e covarde,0,2022-10-29 00:46:30+00:00,24,5,2022-10-29,além de ladrão e covarde
